Acc #,Games Attended,Seat Qty, Net Revenue , Most Common Section ,Region,Gender,Age
14295592,1,4, $60.95 , Family Zone ,Etobicoke (Queensway),M,35
17283199,1,4, $60.95 , Family Zone ,Downtown Toronto (St. James Town),M,44
13008885,1,3, $45.71 , Family Zone ,Scarborough (Wexford),M,28
17046887,1,1, $15.24 , Family Zone ,Etobicoke (South Steeles),M,43
13416316,1,6, $91.43 , Family Zone ,West Toronto (Dufferin),M,44
17321085,1,4, $60.95 , Family Zone ,Etobicoke (Eringate),M,31
15810248,1,3, $45.71 , Family Zone ,North York (Hillcrest Village),M,37
17517523,1,4, $60.95 , Family Zone ,Thornhill (East),M,42
13170276,1,2, $30.48 , Family Zone ,Mississauga (Courtney Park / Northeast Gateway),M,25
14786889,1,2, $30.48 , Family Zone ,Welland (West),M,22
7044866,1,3, $45.71 , Family Zone ,Bolton,M,26
13523236,1,2, $47.62 , Family Zone ,Keswick,M,30
13037933,1,2, $30.48 , Family Zone ,Brampton (East),M,38
13041475,1,2, $30.48 , Family Zone ,North York (Lawrence),M,36
17416558,1,3, $45.71 , Family Zone ,Downtown Toronto (CN Tower),M,24
17526138,1,1, $15.24 , Family Zone ,North York (Hillcrest Village),M,41
17416244,1,3, $45.71 , Family Zone ,North York (Willowdale),M,26
16572551,1,2, $30.48 , Family Zone ,Etobicoke (Eringate),M,29
13040704,1,2, $53.33 , Defensive Corner - Upper ,Downtown Toronto (U of T),M,20
13485447,1,3, $80.00 , Defensive Corner - Upper ,Brampton (North Central),M,46
16752534,1,1, $26.67 , Defensive Corner - Upper ,Downtown Toronto (Church & Wellesley),M,39
7189465,1,2, $47.14 , Defensive Corner - Upper ,North York (Downsview West),M,50
6553204,1,2, $47.14 , Defensive Corner - Upper ,Downtown Toronto (Central Bay St.),M,42
10581314,1,5, $133.33 , Defensive Corner - Upper ,Bolton,M,25
14553232,1,2, $53.33 , Defensive Corner - Upper ,Hamilton (Barnstown / West Chappel / Allison / Ryckmans / Mewburn / Sheldon / Falkirk / Carpenter / Kennedy),M,40
14657764,1,2, $53.33 , Defensive Corner - Upper ,Mississauga (Central Lakeview),M,31
17925059,1,2, $53.33 , Defensive Corner - Upper ,York (Caledonia-Fairbanks),M,29
9217892,1,2, $53.33 , Defensive Corner - Upper ,Port Hope,M,53
16647787,1,1, $23.57 , Defensive Corner - Upper ,East Toronto (Riverdale),M,41
16709679,1,3, $45.71 , Family Zone ,Scarborough (Wexford),M,38
17099387,1,5, $76.19 , Family Zone ,Downtown Toronto (Richmond/Adelaide/King),M,34
14192550,1,3, $45.71 , Family Zone ,North York (Willowdale South),M,47
16069713,1,4, $60.95 , Family Zone ,Scarborough (Malvern),M,39
13873380,1,4, $60.95 , Family Zone ,North York (Hillcrest Village),M,45
13814241,1,2, $47.14 , Defensive Corner - Upper ,Downtown Toronto (Central Bay St.),M,29
2908836,1,4, $60.95 , Attacking Corner - Upper ,West Toronto (Runnymede),M,41
16761702,1,2, $30.48 , Family Zone ,West Toronto (High Park),M,18
14117133,1,2, $30.48 , Family Zone ,Etobicoke (South Steeles),M,36
13391346,1,2, $47.14 , Defensive Corner - Upper ,Etobicoke (Eringate),M,46
17871053,1,3, $100.00 , Defensive Ends ,Courtice (Bowmanville),M,27
17901276,1,2, $66.67 , Defensive Ends ,Pickering (Central),M,27
17873265,1,4, $133.33 , Defensive Ends ,Mississauga (West Hurontario / SW Gateway),M,28
3888171,1,3, $100.00 , Defensive Ends ,Downtown Toronto (Central Bay St.),M,48
17865830,1,2, $66.67 , Defensive Ends ,Thornhill (East),M,43
6414351,1,4, $133.33 , Defensive Ends ,North York (Willowdale),M,30
17929155,1,1, $33.33 , Defensive Ends ,Mississauga (Mississauga Valley / East Cooksville),M,50
1516773,1,2, $66.67 , Defensive Ends ,Scarborough (Tam O'Shanter),M,47
13042656,1,2, $66.67 , Defensive Ends ,Downtown Toronto (Cabbagetown),M,35
17833268,1,2, $66.67 , Defensive Ends ,Courtice (Bowmanville),M,46
17853901,1,2, $66.67 , Defensive Ends ,North York (Fairview),M,34
5062485,1,2, $69.52 , Attacking Ends ,Scarborough (Golden Mile),M,33
13877347,1,2, $69.52 , Attacking Ends ,Downtown Toronto (Central Bay St.),M,35
4193490,1,1, $34.76 , Attacking Ends ,Newmarket (Southwest),M,43
5404701,1,3, $115.71 , Attacking Ends ,Markham (Berczy Village / Cachet / Angus Glen),M,32
13534697,1,1, $34.76 , Attacking Ends ,Mississauga (Mississauga Valley / East Cooksville),M,45
17845586,1,1, $38.10 , Defensive Ends ,West Toronto (Dufferin),M,31
2033624,1,2, $66.67 , Defensive Ends ,North York (Willowdale South),M,40
8907345,1,4, $139.05 , Attacking Ends ,Scarborough (Woburn),M,29
17033972,1,2, $69.52 , Attacking Ends ,Scarborough (Woburn),M,29
17033546,1,3, $104.29 , Attacking Ends ,Downtown Toronto (CN Tower),M,20
8204716,1,2, $66.67 , Club Glass ,Downtown Toronto (Chinatown),M,46
14688757,1,2, $66.67 , Defensive Ends ,Scarborough (Birch Cliff),M,36
13727939,1,2, $66.67 , Defensive Ends ,Pickering (North),M,38
13520654,1,1, $33.33 , Defensive Ends ,Mississauga (West Hurontario / SW Gateway),M,14
6100791,1,2, $66.67 , Defensive Ends ,Hamilton (Southam / Bonnington / Yeoville / Kernighan),M,39
8162869,1,4, $117.14 , Defensive Ends ,Downtown Toronto (Rosedale),M,41
9051636,1,1, $29.29 , Defensive Ends ,Scarborough (Golden Mile),M,39
14922212,1,4, $117.14 , Defensive Ends ,Scarborough (Guildwood),M,22
17920943,1,1, $33.33 , Defensive Ends ,Downtown Toronto (Harbourfront),M,14
2063961,1,2, $66.67 , Defensive Ends ,Newmarket (Southwest),M,32
12909398,1,2, $66.67 , Defensive Ends ,Niagara Falls (Central),M,47
17850167,1,3, $100.00 , Defensive Ends ,Downtown Toronto (Richmond/Adelaide/King),M,39
13470877,1,2, $66.67 , Defensive Ends ,Brampton (East),M,44
17926984,1,2, $66.67 , Defensive Ends ,Richmond Hill (Southwest),M,40
10994659,1,2, $66.67 , Defensive Ends ,Etobicoke (Queensway),M,28
14109550,1,1, $33.33 , Defensive Ends ,Bowmanville (East),M,45
11563168,1,8, $266.67 , Defensive Ends ,North York (Downsview Central),M,40
13205537,1,4, $133.33 , Defensive Ends ,West Toronto (Runnymede),M,26
5999600,1,1, $33.33 , Defensive Ends ,Central Toronto (Yorkville),M,50
17852834,1,5, $166.67 , Defensive Ends ,North York (Don Mills),M,24
13033060,1,2, $66.67 , Defensive Ends ,Etobicoke (South Steeles),M,28
14131636,1,1, $23.57 , Defensive Corner - Upper ,North York (Hillcrest Village),M,28
11063605,1,4, $94.29 , Defensive Corner - Upper ,West Toronto (Parkdale),M,42
7381709,1,7, $165.00 , Defensive Corner - Upper ,Scarborough (Malvern),M,21
14116794,1,6, $141.43 , Defensive Corner - Upper ,Downtown Toronto (Cabbagetown),M,41
16715080,1,5, $117.86 , Defensive Corner - Upper ,Scarborough (Kennedy Park),M,37
13212713,1,1, $40.95 , Attacking Corner - Upper ,North York (Fairview),M,18
17891811,1,4, $144.76 , Attacking Corner - Upper ,Bowmanville (West),M,28
16460088,1,1, $40.95 , Attacking Corner - Upper ,Mississauga (YYZ),M,49
16550504,1,2, $47.14 , Defensive Corner - Upper ,Etobicoke (South Steeles),M,29
16651220,1,4, $94.29 , Defensive Corner - Upper ,North York (Downsview West),M,20
5125935,1,6, $141.43 , Defensive Corner - Upper ,East Toronto (Riverdale),M,57
16905982,1,2, $47.14 , Defensive Corner - Upper ,North York (Willowdale),M,39
9614870,1,4, $94.29 , Defensive Corner - Upper ,Downtown Toronto (Cabbagetown),M,28
13038295,1,3, $70.71 , Defensive Corner - Upper ,East York (Woodbine Heights),M,37
649010,1,2, $47.14 , Defensive Corner - Upper ,Scarborough (Cedarbrae),M,46
16855076,1,3, $70.71 , Defensive Corner - Upper ,Scarborough (Wexford),M,47
16855714,1,2, $47.14 , Defensive Corner - Upper ,York (Caledonia-Fairbanks),M,44
423772,1,2, $47.14 , Club Platinum ,Downtown Toronto (Central Bay St.),M,35
5779188,1,3, $70.71 , Defensive Corner - Upper ,Downtown Toronto (U of T),M,51
10885854,1,3, $70.71 , Defensive Corner - Upper ,North York (Downsview Central),M,18
16737364,1,2, $47.14 , Defensive Corner - Upper ,York (Caledonia-Fairbanks),M,27
13046536,1,2, $56.67 , Attacking Ends ,North York (Willowdale),M,29
17814399,1,2, $77.14 , Attacking Ends ,Vaughan (Maple),M,39
13711532,1,2, $64.29 , Attacking Corner - Upper ,North York (Hillcrest Village),M,36
13818642,1,3, $130.00 , Attacking Ends ,West Toronto (Parkdale),M,34
11801470,1,3, $104.29 , Attacking Ends ,North York (Don Mills),M,28
1669168,1,2, $77.14 , Attacking Ends ,Hamilton (Waterdown),M,21
4724864,1,4, $139.05 , Attacking Ends ,Scarborough (Golden Mile),M,21
13139395,1,2, $77.14 , Attacking Ends ,North York (Downsview Central),M,41
6900960,1,2, $77.14 , Attacking Ends ,Mississauga (Malton),M,15
17025416,1,2, $64.29 , Attacking Corner - Upper ,East Toronto (Riverdale),M,33
14673841,1,2, $64.29 , Attacking Corner - Upper ,North York (Downsview Central),M,30
13978632,1,6, $217.14 , Attacking Corner - Upper ,North York (Hillcrest Village),M,46
13507923,1,1, $36.19 , Attacking Corner - Upper ,Fort Erie,M,40
17385624,1,5, $180.95 , Attacking Corner - Upper ,Vaughan (Maple),M,30
14508379,1,4, $144.76 , Attacking Corner - Upper ,Scarborough (Guildwood),M,34
14777863,1,3, $108.57 , Attacking Corner - Upper ,Brampton (North Central),M,42
13881159,1,5, $160.71 , Attacking Corner - Upper ,North York (Hillcrest Village),M,53
5731818,1,3, $108.57 , Attacking Corner - Upper ,Richmond Hill (Central),M,14
13077059,1,2, $72.38 , Attacking Corner - Upper ,Scarborough (Tam O'Shanter),M,42
16425455,1,4, $144.76 , Attacking Corner - Upper ,Midland,M,17
11402249,1,3, $71.43 , Family Zone ,East Toronto (Studio District),M,38
17825125,1,2, $85.71 , Attacking Corner ,"Markham (Cornell, Ontario / Box Grove, Ontario)",M,40
10153554,1,3, $128.57 , Attacking Corner ,Mississauga (YYZ),M,14
17019165,1,6, $257.14 , Attacking Corner ,Ajax (East),M,45
15964855,1,4, $154.29 , Attacking Corner ,North York (Lawrence),M,26
3258125,1,2, $85.71 , Attacking Corner ,West Toronto (Dufferin),M,34
17760856,1,3, $115.71 , Attacking Corner ,Markham (Central),M,36
16818630,1,4, $154.29 , Attacking Corner ,Etobicoke (Eringate),M,32
17462915,1,3, $115.71 , Attacking Corner ,Central Toronto (Yorkville),M,49
17838663,1,2, $85.71 , Attacking Corner ,Midland,M,36
14904176,1,4, $171.43 , Attacking Corner ,Thornhill (East),M,42
13044669,1,3, $82.31 , Attacking Corner ,Central Toronto (Summerhill East),M,53
13779128,1,1, $38.57 , Attacking Corner ,Scarborough (Cedarbrae),M,43
16114855,1,2, $77.14 , Attacking Corner ,North York (Willowdale),M,29
13420056,1,3, $115.71 , Attacking Corner ,Downtown Toronto (Cabbagetown),M,30
5898113,1,2, $85.71 , Club Platinum ,Etobicoke (Rexdale),M,36
17897163,1,4, $171.43 , Attacking Corner ,Ajax (East),M,35
13703686,1,2, $77.14 , Attacking Corner ,Downtown Toronto (Garden District),M,31
8385383,1,2, $77.14 , Attacking Corner ,Downtown Toronto (Richmond/Adelaide/King),M,25
5028087,1,2, $77.14 , Attacking Corner ,North York (Willowdale),M,24
14697152,1,2, $66.01 , Attacking Corner ,Etobicoke (Eringate),M,37
16384023,1,4, $154.29 , Attacking Corner ,Etobicoke (Rexdale),M,28
12361592,1,2, $117.14 , Blue Line ,Downtown Toronto (Central Bay St.),M,30
15448248,1,2, $117.14 , Blue Line ,Markham (Berczy Village / Cachet / Angus Glen),M,44
13208267,1,2, $117.14 , Blue Line ,North York (Willowdale South),M,43
8939266,1,3, $175.71 , Blue Line ,Bradford,M,29
9994522,1,2, $117.14 , Blue Line ,York (Caledonia-Fairbanks),M,27
9874537,1,3, $166.43 , Blue Line ,Scarborough (Cedarbrae),M,28
11323336,1,3, $166.43 , Blue Line ,Scarborough (STC),M,29
7935760,1,3, $166.43 , Blue Line ,Scarborough (Golden Mile),M,52
17919363,1,2, $117.14 , Blue Line ,Niagara Falls (Central),M,44
14142433,1,5, $277.38 , Blue Line ,North York (Lawrence),M,42
10810018,1,2, $117.14 , Blue Line ,North York (Fairview),M,19
14553821,1,4, $154.29 , Attacking Corner ,Scarborough (Wexford),M,21
16499957,1,2, $77.14 , Attacking Corner ,East Toronto (Riverdale),M,40
9041517,1,2, $77.14 , Premium ,Scarborough (Tam O'Shanter),M,47
14532616,1,2, $77.14 , Attacking Corner ,West Toronto (Dufferin),M,18
4195334,1,1, $38.57 , Attacking Corner ,Downtown Toronto (Christie),M,40
13077096,1,2, $117.14 , Blue Line ,Scarborough (Tam O'Shanter),M,50
1560759,1,2, $117.14 , Blue Line ,Mississauga (West Creditview / Mavis / Erindale),M,22
16613025,1,4, $154.29 , Attacking Corner ,York (Humewood-Cedarvale),M,36
16800852,1,2, $77.14 , Attacking Corner ,North York (Willowdale),M,42
16810454,1,2, $77.14 , Attacking Corner ,North York (Willowdale South),M,33
13529409,1,2, $58.57 , Defensive Ends ,Central Toronto (Summerhill East),M,31
16756289,1,2, $58.57 , Defensive Ends ,Downtown Toronto (U of T),M,34
6042144,1,4, $117.14 , Defensive Ends ,West Toronto (Brockton),M,32
17105169,1,2, $58.57 , Defensive Ends ,West Toronto (Dufferin),M,34
6899689,1,3, $87.86 , Defensive Ends ,Scarborough (Woburn),M,37
16855233,1,1, $29.29 , Defensive Ends ,North York (Lawrence),M,27
10952653,1,3, $87.86 , Defensive Ends ,Scarborough (Guildwood),M,44
16855212,1,2, $58.57 , Defensive Ends ,Scarborough (Golden Mile),M,41
16800072,1,1, $29.29 , Defensive Ends ,Downtown Toronto (Chinatown),M,16
14421371,1,3, $87.86 , Defensive Ends ,North York (Willowdale),M,30
14753773,1,4, $117.14 , Defensive Ends ,Scarborough (STC),M,37
5133766,1,3, $87.86 , Defensive Ends ,Scarborough (STC),M,32
5280676,1,4, $117.14 , Defensive Ends ,Scarborough (Guildwood),M,26
6293671,1,5, $146.43 , Defensive Ends ,North York (Fairview),M,62
1928509,1,4, $117.14 , Defensive Ends ,West Toronto (Parkdale),M,30
5751659,1,2, $58.57 , Defensive Ends ,West Toronto (Runnymede),M,43
6755574,1,4, $117.14 , Defensive Ends ,Scarborough (Woburn),M,43
11027276,1,5, $146.43 , Defensive Ends ,Downtown Toronto (Rosedale),M,33
16639393,1,1, $29.29 , Defensive Ends ,Downtown Toronto (Christie),M,20
16807667,1,6, $175.71 , Defensive Ends ,York (Caledonia-Fairbanks),M,38
10550863,1,1, $29.29 , Defensive Ends ,North York (Don Mills),M,25
14340081,1,3, $128.57 , Attacking Corner ,West Toronto (Brockton),M,45
13846491,1,1, $42.86 , Attacking Corner ,Scarborough (Cedarbrae),M,27
13450951,1,8, $342.86 , Attacking Corner ,Mississauga (West Hurontario / SW Gateway),M,47
4776462,1,2, $95.24 , Attacking Corner ,West Toronto (High Park),M,52
17389656,1,2, $85.71 , Attacking Corner ,Bolton,M,63
13320932,1,1, $42.86 , Attacking Corner ,Newmarket (Southwest),M,51
9994838,1,2, $85.71 , Attacking Corner ,Welland (East),M,50
11505002,1,3, $128.57 , Attacking Corner ,Central Toronto (Summerhill East),M,36
9777584,1,4, $171.43 , Attacking Corner ,Mississauga (Courtney Park / Northeast Gateway),M,44
7007302,1,2, $85.71 , Attacking Corner ,North York (Downsview Central),M,33
14383844,1,4, $173.33 , Attacking Corner ,West Toronto (Runnymede),M,36
14342318,1,3, $87.86 , Defensive Ends ,Scarborough (Tam O'Shanter),M,29
6745137,1,2, $58.57 , Defensive Ends ,North York (Downsview West),M,33
14229045,1,5, $146.43 , Defensive Ends ,North York (Willowdale South),M,32
9731040,1,2, $58.57 , Defensive Ends ,North York (Downsview West),M,28
13513567,1,3, $87.86 , Defensive Ends ,North York (Downsview West),M,39
15225435,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Rosedale),M,33
4411169,1,4, $117.14 , Defensive Ends ,North York (Lawrence),M,17
7351921,1,4, $117.14 , Defensive Ends ,Etobicoke (Queensway),M,45
4180817,1,3, $87.86 , Defensive Ends ,West Toronto (Dufferin),M,47
3178258,1,2, $58.57 , Defensive Ends ,Scarborough (STC),M,42
16275308,1,2, $110.95 , Blue Line ,York (Humewood-Cedarvale),M,48
7158818,1,28," $3,500.00 ", Premium ,North York (Downsview West),M,63
17767192,1,12," $1,577.14 ", Premium ,Brampton (North Central),M,21
12169895,1,14," $1,750.00 ", Premium ,Etobicoke (South Steeles),M,43
2484220,1,15," $1,670.29 ", Premium ,Downtown Toronto (Garden District),M,29
13037968,1,20," $2,500.00 ", Premium ,Downtown Toronto (St. James Town),M,34
16781955,1,3, $71.43 , Family Zone ,Bolton,M,32
14315360,1,2, $47.62 , Family Zone ,Brampton (North Central),M,26
13791853,1,2, $47.62 , Family Zone ,Hamilton (Barnstown / West Chappel / Allison / Ryckmans / Mewburn / Sheldon / Falkirk / Carpenter / Kennedy),M,34
17093518,1,1, $20.00 , Family Zone ,Downtown Toronto (U of T),M,55
2281507,1,2, $47.62 , Family Zone ,Downtown Toronto (Church & Wellesley),M,34
1059543,1,69," $7,683.31 ", Premium ,North York (Fairview),M,32
16828782,1,3, $192.14 , Club Glass ,West Toronto (Runnymede),M,39
16057788,1,4, $312.38 , Club Rinkside ,North York (Lawrence),M,39
17110574,1,2, $128.10 , Club Glass ,Scarborough (Cedarbrae),M,19
16152576,1,2, $135.24 , Club Glass ,Brampton (North),M,41
13622371,1,2, $135.24 , Club Glass ,Downtown Toronto (Richmond/Adelaide/King),M,34
13935089,1,2, $149.05 , Club Rinkside ,Scarborough (Cedarbrae),M,46
1658146,1,8, $761.90 , Premium ,Scarborough (Woburn),M,15
13711126,1,3, $223.57 , Club Rinkside ,Downtown Toronto (Central Bay St.),M,32
17368922,1,5, $372.62 , Club Rinkside ,Downtown Toronto (Central Bay St.),M,31
14514123,1,4, $298.10 , Club Rinkside ,Etobicoke (Rexdale),M,37
13205688,1,3, $45.71 , Family Zone ,Scarborough (Woburn),M,39
13407336,1,2, $30.48 , Family Zone ,Central Toronto (Yorkville),M,36
15876090,1,5, $76.19 , Family Zone ,East Toronto (Studio District),M,42
13847161,1,2, $30.48 , Family Zone ,North York (Fairview),M,35
13396569,1,2, $30.48 , Family Zone ,North York (Hillcrest Village),M,40
13835976,1,3, $45.71 , Family Zone ,Scarborough (STC),M,39
2603061,1,2, $30.48 , Family Zone ,East Toronto (Riverdale),M,26
13812322,1,3, $45.71 , Family Zone ,North York (Fairview),M,36
10437445,1,1, $15.24 , Family Zone ,York (Caledonia-Fairbanks),M,36
13295411,1,1, $15.24 , Family Zone ,Downtown Toronto (Garden District),M,20
15131680,1,1, $15.24 , Family Zone ,Scarborough (Golden Mile),M,32
4419477,1,2, $30.48 , Family Zone ,Downtown Toronto (U of T),M,14
7308683,1,2, $30.48 , Family Zone ,York (Caledonia-Fairbanks),M,29
14948299,1,2, $30.48 , Family Zone ,Scarborough (Birch Cliff),M,32
9211827,1,1, $23.81 , Family Zone ,Scarborough (Birch Cliff),M,45
17859837,1,3, $71.43 , Family Zone ,Port Hope,M,14
1446017,1,2, $30.48 , Club Glass ,West Toronto (Runnymede),M,38
16200852,1,4, $60.95 , Family Zone ,Scarborough (Wexford),M,34
2900050,1,3, $45.71 , Family Zone ,West Toronto (Runnymede),M,36
16332171,1,2, $30.48 , Family Zone ,Downtown Toronto (Chinatown),M,15
15954578,1,3, $45.71 , Family Zone ,York (Caledonia-Fairbanks),M,26
17618176,1,2, $110.95 , Blue Line ,"Markham (Cornell, Ontario / Box Grove, Ontario)",M,23
10493113,1,2, $117.14 , Blue Line ,Brampton (Northwest),M,30
9787724,1,2, $117.14 , Blue Line ,Mississauga (West Cooksville / Fairview / City Centre / East Creditview),M,33
14761981,1,2, $117.14 , Blue Line ,Markham (Outer Southwest),M,49
9854500,1,2, $110.95 , Blue Line ,Downtown Toronto (U of T),M,40
1496786,1,1, $55.48 , Blue Line ,Downtown Toronto (U of T),M,48
17515049,1,3, $166.43 , Blue Line ,Keswick,M,42
6431105,1,2, $110.95 , Blue Line ,Richmond Hill (Oak Ridges / Lake Wilcox / Temperanceville),M,50
16354341,1,2, $110.95 , Blue Line ,Mississauga (Mississauga Valley / East Cooksville),M,25
11309963,1,1, $58.57 , Blue Line ,Scarborough (Golden Mile),M,53
11296212,1,2, $110.95 , Blue Line ,Central Toronto (Summerhill East),M,26
5539645,1,3, $166.43 , Blue Line ,Scarborough (Guildwood),M,42
10236742,1,3, $166.43 , Blue Line ,Scarborough (Wexford),M,37
13042367,1,4, $221.90 , Blue Line ,West Toronto (High Park),M,35
13225399,1,5, $277.38 , Club Glass ,Downtown Toronto (Central Bay St.),M,29
17832838,1,3, $175.71 , Blue Line ,Brampton (Northwest),M,38
17832903,1,1, $58.57 , Blue Line ,Markham (Central),M,36
13079504,1,2, $117.14 , Blue Line ,Etobicoke (Rexdale),M,36
16058582,1,4, $221.90 , Blue Line ,West Toronto (Dufferin),M,28
6338932,1,4, $234.29 , Blue Line ,West Toronto (High Park),M,40
13041590,1,2, $163.81 , Club Platinum ,North York (Hillcrest Village),M,25
7223192,1,1, $67.81 , Club Platinum ,West Toronto (Parkdale),M,30
4297054,1,2, $132.38 , Club Gold ,North York (Willowdale),M,46
13039759,1,4, $264.76 , Club Gold ,York (Humewood-Cedarvale),M,26
16818142,1,2, $132.38 , Club Gold ,Downtown Toronto (Chinatown),M,25
16932796,1,4, $298.10 , Club Platinum ,North York (Downsview West),M,36
16518968,1,2, $149.05 , Club Platinum ,Scarborough (Guildwood),M,52
12766446,1,1, $74.52 , Club Platinum ,North York (Downsview West),M,30
3364214,1,2, $154.29 , Club Platinum ,Bowmanville (West),M,33
3646855,1,1, $77.14 , Club Platinum ,Central Toronto (Summerhill East),M,23
17037003,1,6, $428.57 , Club Gold ,Richmond Hill (Southwest),M,42
12357658,1,3, $166.43 , Blue Line ,Scarborough (Cedarbrae),M,38
3079313,1,4, $221.90 , Blue Line ,West Toronto (Parkdale),M,31
16306032,1,4, $221.90 , Blue Line ,Etobicoke (South Steeles),M,30
4825923,1,3, $166.43 , Blue Line ,Downtown Toronto (Garden District),M,51
11884003,1,4, $264.76 , Club Platinum ,Scarborough (STC),M,14
16001865,1,3, $198.57 , Club Gold ,West Toronto (Brockton),M,35
14646908,1,2, $142.86 , Club Gold ,North York (Don Mills),M,37
16755098,1,4, $221.90 , Blue Line ,Etobicoke (Eringate),M,32
14432103,1,2, $110.95 , Blue Line ,West Toronto (High Park),M,43
16599055,1,2, $132.38 , Club Gold ,Central Toronto (Summerhill East),M,26
13139171,1,2, $163.81 , Club Platinum ,West Toronto (High Park),M,34
16414590,1,2, $132.38 , Club Gold ,West Toronto (Brockton),M,21
3940447,1,4, $264.76 , Club Gold ,Scarborough (Guildwood),M,30
10297869,1,2, $132.38 , Club Gold ,Downtown Toronto (Cabbagetown),M,38
16159003,1,4, $308.57 , Club Platinum ,"Markham (Armadale, Ontario / Milliken, Ontario)",M,33
14289370,1,2, $154.29 , Club Platinum ,Courtice (Bowmanville),M,43
13038714,1,2, $154.29 , Club Platinum ,Downtown Toronto (Rosedale),M,29
13041929,1,2, $154.29 , Club Platinum ,North York (Hillcrest Village),M,14
17932104,1,3, $231.43 , Club Platinum ,Caledon (Caledon East),M,27
4953667,1,4, $221.90 , Blue Line ,Downtown Toronto (St. James Town),M,52
5918627,1,2, $110.95 , Blue Line ,Downtown Toronto (Chinatown),M,44
4313318,1,2, $110.95 , Blue Line ,West Toronto (Brockton),M,33
16841513,1,3, $166.43 , Blue Line ,Scarborough (Golden Mile),M,14
13217167,1,2, $142.86 , Club Gold ,Mississauga (West Creditview / Mavis / Erindale),M,43
14281065,1,2, $142.86 , Club Rinkside ,Scarborough (STC),M,16
398826,1,3, $214.29 , Club Gold ,North York (Don Mills),M,29
14644001,1,2, $110.95 , Blue Line ,Etobicoke (South Steeles),M,39
6779593,1,2, $142.86 , Club Gold ,Mississauga (West Creditview / Mavis / Erindale),M,24
3183749,1,15," $1,670.29 ", Premium ,Downtown Toronto (St. James Town),M,36
13357168,1,10," $1,314.29 ", Premium ,Hamilton (Southam / Bonnington / Yeoville / Kernighan),M,20
13044967,1,14," $1,558.93 ", Premium ,North York (Downsview West),M,27
4685552,1,2, $149.05 , Club Rinkside ,North York (Don Mills),M,40
903287,1,2, $149.05 , Club Rinkside ,North York (Fairview),M,33
13367926,1,4, $95.24 , Family Zone ,East Toronto (Studio District),M,39
14164275,1,8, $190.48 , Family Zone ,York (Humewood-Cedarvale),M,19
13041385,1,2, $39.79 , Family Zone ,North York (Downsview West),M,19
13518288,1,7, $875.00 , Premium ,North York (Fairview),M,44
1144519,1,2, $57.14 , Family Zone ,Downtown Toronto (Chinatown),M,53
10961721,1,2, $149.05 , Club Rinkside ,East Toronto (Studio District),M,43
13317041,1,1, $64.05 , Club Glass ,Downtown Toronto (Richmond/Adelaide/King),M,50
13320023,1,1, $64.05 , Club Glass ,Scarborough (Guildwood),M,40
5178387,1,1, $67.62 , Club Glass ,Markham (Wismer Commons / Greensborough),M,22
8833042,1,3, $231.43 , Club Platinum ,Downtown Toronto (Church & Wellesley),M,29
2022810,1,2, $154.29 , Club Platinum ,Mississauga (Malton),M,34
3085720,1,3, $223.57 , Club Rinkside ,Scarborough (Birch Cliff),M,22
6060289,1,2, $149.05 , Club Rinkside ,Etobicoke (Queensway),M,48
13289731,1,3, $223.57 , Club Rinkside ,Scarborough (STC),M,41
2094062,1,1, $64.05 , Club Glass ,Hamilton (Barnstown / West Chappel / Allison / Ryckmans / Mewburn / Sheldon / Falkirk / Carpenter / Kennedy),M,27
8352023,1,5, $372.62 , Club Rinkside ,East Toronto (Riverdale),M,23
16372052,1,2, $110.95 , Blue Line ,North York (Don Mills),M,28
13412449,1,3, $166.43 , Blue Line ,Scarborough (Cedarbrae),M,37
8086936,1,2, $110.95 , Blue Line ,West Toronto (High Park),M,45
13924001,1,2, $110.95 , Blue Line ,North York (Lawrence),M,45
10424552,1,3, $166.43 , Club Rinkside ,Downtown Toronto (Rosedale),M,39
13712093,1,4, $221.90 , Blue Line ,North York (Downsview West),M,23
16018565,1,2, $110.95 , Blue Line ,York (Caledonia-Fairbanks),M,45
15550043,1,2, $110.95 , Blue Line ,North York (Don Mills),M,26
14786745,1,3, $166.43 , Blue Line ,North York (Downsview West),M,37
12081594,1,2, $110.95 , Blue Line ,Scarborough (Malvern),M,18
16312909,1,2, $110.95 , Blue Line ,West Toronto (High Park),M,46
7583621,1,2, $117.14 , Blue Line ,North York (Lawrence),M,20
13176564,1,2, $117.14 , Blue Line ,North York (Lawrence),M,49
16122818,1,4, $234.29 , Blue Line ,Thornhill (East),M,47
13465667,1,3, $175.71 , Blue Line ,Brampton (North),M,32
14814528,1,1, $58.57 , Blue Line ,Scarborough (STC),M,16
12832501,1,1, $55.48 , Blue Line ,North York (Downsview Northeast),M,31
16210484,1,1, $55.48 , Blue Line ,Downtown Toronto (Richmond/Adelaide/King),M,23
12413115,1,1, $55.48 , Blue Line ,Scarborough (Tam O'Shanter),M,43
14163282,1,2, $117.14 , Blue Line ,Markham (Central),M,30
16495666,1,2, $117.14 , Blue Line ,Markham (Wismer Commons / Greensborough),M,36
14431580,1,2, $110.95 , Blue Line ,East Toronto (Studio District),M,30
17109503,1,4, $221.90 , Blue Line ,Scarborough (Malvern),M,21
6231622,1,2, $110.95 , Blue Line ,Etobicoke (South Steeles),M,34
