Acc #,Games Attended,Seat Qty, Net Revenue , Most Common Section ,Region,Gender,Age
8599063,1,3, $166.43 , Blue Line ,West Toronto (Brockton),M,25
1995800,1,3, $166.43 , Blue Line ,Scarborough (Tam O'Shanter),M,42
11367916,1,2, $110.95 , Blue Line ,North York (Fairview),M,45
13821281,1,4, $221.90 , Blue Line ,Scarborough (Tam O'Shanter),M,24
13095302,1,2, $110.95 , Blue Line ,East Toronto (Riverdale),M,37
17110340,1,5, $277.38 , Blue Line ,Downtown Toronto (Central Bay St.),M,38
17002058,1,2, $110.95 , Blue Line ,West Toronto (Runnymede),M,26
14558069,1,2, $110.95 , Blue Line ,North York (Downsview Northeast),M,38
17845129,1,2, $117.14 , Blue Line ,Pickering (Central),M,38
13045811,1,2, $117.14 , Blue Line ,North York (Downsview Northeast),M,35
6208471,1,4, $234.29 , Blue Line ,Markham (Berczy Village / Cachet / Angus Glen),M,34
13040784,1,2, $117.14 , Blue Line ,East Toronto (Riverdale),M,36
8909087,1,8, $468.57 , Blue Line ,North York (Willowdale),M,39
17735094,1,1, $55.48 , Blue Line ,Richmond Hill (Southwest),M,39
2497211,1,2, $110.95 , Blue Line ,West Toronto (High Park),M,43
2434498,1,4, $221.90 , Blue Line ,Downtown Toronto (Christie),M,38
10510501,1,2, $117.14 , Blue Line ,Scarborough (Malvern),M,31
13041882,1,2, $117.14 , Blue Line ,Central Toronto (Summerhill East),M,34
15836713,1,5, $119.05 , Family Zone ,King City,M,33
1477169,1,4, $60.53 , Family Zone ,West Toronto (High Park),M,44
15657018,1,2, $30.48 , Family Zone ,Central Toronto (Yorkville),M,38
13720749,1,3, $45.71 , Family Zone ,North York (Don Mills),M,39
13843257,1,3, $45.71 , Family Zone ,Scarborough (Guildwood),M,47
13046879,1,4, $60.95 , Family Zone ,Scarborough (Woburn),M,39
11750516,1,1, $23.81 , Family Zone ,Hamilton (Southam / Bonnington / Yeoville / Kernighan),M,43
8777435,1,2, $47.62 , Family Zone ,Milton (South),M,33
17822967,1,2, $47.62 , Family Zone ,Markham (Berczy Village / Cachet / Angus Glen),M,25
13238550,1,5, $119.05 , Family Zone ,East York (Woodbine Heights),M,41
15193220,1,2, $47.62 , Family Zone ,Mississauga (Central Lakeview),M,22
11657619,1,2, $30.48 , Family Zone ,Scarborough (Tam O'Shanter),M,22
7268295,1,3, $45.71 , Family Zone ,West Toronto (Parkdale),M,41
3969545,1,3, $45.71 , Family Zone ,Scarborough (Malvern),M,27
6760841,1,2, $30.48 , Family Zone ,Downtown Toronto (Church & Wellesley),M,38
13540235,1,1, $15.24 , Family Zone ,Central Toronto (Summerhill East),M,14
13038695,1,2, $30.48 , Defensive Ends ,York (Caledonia-Fairbanks),M,34
13197610,1,4, $60.95 , Club Rinkside ,North York (Willowdale),M,61
11080203,1,6, $91.43 , Family Zone ,North York (Fairview),M,36
11723509,1,4, $60.95 , Family Zone ,Scarborough (Tam O'Shanter),M,40
9873808,1,1, $15.24 , Family Zone ,North York (Willowdale),M,24
3023663,1,1, $15.24 , Family Zone ,North York (Downsview Northeast),M,38
11330365,1,1, $15.24 , Family Zone ,Woodbridge (South),M,39
17416979,1,5, $76.19 , Family Zone ,Downtown Toronto (Garden District),M,18
13704304,1,2, $30.48 , Family Zone ,Mississauga (Courtney Park / Northeast Gateway),M,39
16750308,1,4, $60.95 , Family Zone ,Fort Erie,M,32
14115450,1,1, $15.24 , Family Zone ,North York (Willowdale South),M,29
17744495,1,5, $76.19 , Family Zone ,Mississauga (West Hurontario / SW Gateway),M,38
14472232,1,4, $60.95 , Family Zone ,Courtice (Bowmanville),M,37
17693331,1,2, $30.48 , Family Zone ,Brampton (Northwest),M,31
17536176,1,3, $45.71 , Family Zone ,Brampton (North),M,44
14757709,1,5, $76.19 , Family Zone ,Downtown Toronto (U of T),M,30
14928054,1,5, $76.19 , Family Zone ,Richmond Hill (Oak Ridges / Lake Wilcox / Temperanceville),M,22
13503916,1,3, $71.43 , Family Zone ,Scarborough (Tam O'Shanter),M,42
10672999,1,1, $23.81 , Family Zone ,Newmarket (Northeast),M,34
8599312,1,2, $47.62 , Family Zone ,Caledon (Caledon East),M,29
10162700,1,4, $95.24 , Family Zone ,King City,M,29
4740440,1,2, $47.62 , Family Zone ,Brampton (East),M,39
17549276,1,4, $60.95 , Family Zone ,Thornhill (East),M,29
17729439,1,4, $60.95 , Family Zone ,Markham (Central),M,24
13044396,1,1, $23.81 , Family Zone ,Central Toronto (Summerhill East),M,30
13077561,1,2, $47.62 , Family Zone ,Downtown Toronto (Richmond/Adelaide/King),M,24
17782537,1,2, $47.62 , Family Zone ,Welland (East),M,46
14377047,1,3, $45.71 , Family Zone ,Downtown Toronto (Richmond/Adelaide/King),M,35
4065343,1,5, $76.19 , Family Zone ,Central Toronto (Yorkville),M,37
14518767,1,8, $121.90 , Family Zone ,Downtown Toronto (CN Tower),M,26
10953903,1,2, $30.48 , Family Zone ,East York (Woodbine Heights),M,19
15831510,1,3, $45.71 , Family Zone ,Etobicoke (Eringate),M,20
14739236,1,4, $60.95 , Family Zone ,Etobicoke (Rexdale),M,42
16301161,1,2, $30.48 , Family Zone ,York (Caledonia-Fairbanks),M,28
14556556,1,2, $30.48 , Family Zone ,Scarborough (Birch Cliff),M,15
16280717,1,5, $76.19 , Family Zone ,Downtown Toronto (Christie),M,51
6102550,1,2, $30.48 , Family Zone ,East Toronto (Riverdale),M,30
13076553,1,3, $45.71 , Family Zone ,Downtown Toronto (Richmond/Adelaide/King),M,17
17848716,1,2, $47.62 , Family Zone ,West Toronto (Dufferin),M,39
9702988,1,3, $71.43 , Family Zone ,Etobicoke (Eringate),M,54
13416687,1,2, $47.62 , Family Zone ,Brampton (East),M,28
15827741,1,3, $71.43 , Club Glass ,Downtown Toronto (Rosedale),M,44
17894277,1,2, $47.62 , Family Zone ,Markham (Central),M,14
5614532,1,3, $71.43 , Family Zone ,Caledon (Caledon East),M,32
14554129,1,2, $47.62 , Family Zone ,Brampton (North),M,46
15213779,1,2, $47.62 , Club Glass ,West Toronto (Runnymede),M,35
431080,1,1, $23.81 , Family Zone ,Downtown Toronto (Central Bay St.),M,40
2131688,1,1, $23.81 , Family Zone ,Scarborough (Kennedy Park),M,39
15952349,1,4, $60.95 , Family Zone ,Downtown Toronto (Chinatown),M,33
8874131,1,2, $30.48 , Family Zone ,Downtown Toronto (Cabbagetown),M,29
15659404,1,3, $45.71 , Family Zone ,Scarborough (STC),M,43
1299024,1,7, $106.67 , Family Zone ,North York (Downsview Northeast),M,25
11078144,1,5, $76.19 , Family Zone ,Central Toronto (Summerhill East),M,30
7295171,1,3, $45.71 , Family Zone ,North York (Willowdale),M,31
13241767,1,2, $30.48 , Family Zone ,Downtown Toronto (CN Tower),M,17
16168358,1,5, $76.19 , Family Zone ,Downtown Toronto (Church & Wellesley),M,31
8244997,1,5, $76.19 , Family Zone ,Scarborough (Wexford),M,38
6553237,1,2, $30.48 , Family Zone ,Etobicoke (Queensway),M,30
16177424,1,2, $30.48 , Family Zone ,Downtown Toronto (Rosedale),M,44
13202017,1,4, $60.95 , Family Zone ,Downtown Toronto (St. James Town),M,17
2562084,1,4, $60.95 , Family Zone ,East York (Woodbine Heights),M,34
7279049,1,2, $30.48 , Family Zone ,West Toronto (Dufferin),M,45
16337643,1,3, $45.71 , Family Zone ,North York (Downsview Central),M,23
2233664,1,2, $30.48 , Family Zone ,North York (Downsview Northeast),M,45
16094146,1,2, $30.48 , Family Zone ,East Toronto (Riverdale),M,34
14709763,1,2, $30.48 , Family Zone ,North York (Downsview Central),M,44
14081091,1,3, $45.71 , Family Zone ,Scarborough (Tam O'Shanter),M,33
15894191,1,2, $30.48 , Family Zone ,Etobicoke (Eringate),M,29
7114816,1,4, $60.95 , Family Zone ,Downtown Toronto (Harbourfront),M,42
17931686,1,3, $175.71 , Blue Line ,Pickering (Central),M,14
17083131,1,2, $58.57 , Defensive Ends ,West Toronto (High Park),M,33
13241344,1,2, $58.57 , Defensive Ends ,Scarborough (Golden Mile),M,14
4091347,1,3, $87.86 , Defensive Ends ,Scarborough (Golden Mile),M,42
16885677,1,3, $87.86 , Defensive Ends ,Scarborough (Cedarbrae),M,26
13038040,1,2, $58.57 , Defensive Ends ,Scarborough (Birch Cliff),M,34
16921102,1,2, $58.57 , Defensive Ends ,East Toronto (Riverdale),M,34
8389877,1,6, $175.71 , Defensive Ends ,West Toronto (Runnymede),M,39
13410305,1,5, $146.43 , Defensive Ends ,Etobicoke (Eringate),M,28
15830109,1,2, $58.57 , Defensive Ends ,North York (Willowdale South),M,34
2579727,1,2, $58.57 , Defensive Ends ,Scarborough (Tam O'Shanter),M,38
17338860,1,2, $58.57 , Defensive Ends ,Downtown Toronto (U of T),M,64
17736130,1,2, $58.57 , Defensive Ends ,Newmarket (Southwest),M,31
16679325,1,2, $58.57 , Defensive Ends ,Milton (South),M,61
12462477,1,5, $146.43 , Defensive Ends ,Mississauga (Central Lakeview),M,40
17671664,1,1, $29.29 , Defensive Ends ,Richmond Hill (Southwest),M,36
7619601,1,2, $58.57 , Defensive Ends ,Etobicoke (Rexdale),M,40
17343003,1,4, $117.14 , Defensive Ends ,East Toronto (Riverdale),M,46
5315367,1,4, $117.14 , Defensive Ends ,Scarborough (Guildwood),M,37
13196467,1,4, $117.14 , Defensive Ends ,Downtown Toronto (U of T),M,33
14921882,1,2, $58.57 , Defensive Ends ,Hamilton (Confederation Park / Nashdale / East Kentley / Riverdale / Lakely / Grayside / North Stoney Creek),M,37
15765257,1,3, $87.86 , Defensive Ends ,Scarborough (Birch Cliff),M,28
14761706,1,1, $29.29 , Defensive Ends ,North York (Lawrence),M,23
15099178,1,1, $29.29 , Defensive Ends ,Downtown Toronto (Church & Wellesley),M,29
13453274,1,2, $58.57 , Defensive Ends ,Scarborough (Guildwood),M,40
16256378,1,3, $87.86 , Defensive Ends ,West Toronto (Brockton),M,37
16725770,1,3, $87.86 , Defensive Ends ,Downtown Toronto (U of T),M,37
6099012,1,2, $58.57 , Defensive Ends ,Scarborough (Malvern),M,39
5601055,1,2, $58.57 , Defensive Ends ,Central Toronto (Yorkville),M,30
10068413,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Rosedale),M,35
8179910,1,2, $58.57 , Defensive Ends ,Etobicoke (Rexdale),M,35
14302941,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Richmond/Adelaide/King),M,31
14465720,1,4, $117.14 , Defensive Ends ,West Toronto (Parkdale),M,54
15938612,1,1, $29.29 , Defensive Ends ,Scarborough (Woburn),M,28
10940230,1,5, $146.43 , Defensive Ends ,West Toronto (High Park),M,35
10329460,1,2, $58.57 , Defensive Ends ,East York (Woodbine Heights),M,33
7613628,1,2, $58.57 , Defensive Ends ,North York (Lawrence),M,41
2814712,1,2, $58.57 , Defensive Ends ,East Toronto (Riverdale),M,38
17021467,1,3, $87.86 , Defensive Ends ,Downtown Toronto (Rosedale),M,56
12463616,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Richmond/Adelaide/King),M,50
14627407,1,4, $117.14 , Defensive Ends ,Scarborough (Birch Cliff),M,33
16486350,1,4, $117.14 , Defensive Ends ,North York (Lawrence),M,25
13204533,1,6, $175.71 , Defensive Ends ,West Toronto (High Park),M,42
14211165,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Church & Wellesley),M,53
7510080,1,4, $117.14 , Defensive Ends ,Scarborough (Golden Mile),M,32
16179690,1,2, $58.57 , Defensive Ends ,North York (Downsview Central),M,48
13726126,1,2, $58.57 , Defensive Ends ,North York (Willowdale South),M,32
16062268,1,2, $58.57 , Defensive Ends ,Etobicoke (Eringate),M,38
16159654,1,2, $58.57 , Defensive Ends ,East Toronto (Studio District),M,35
14298326,1,5, $146.43 , Defensive Ends ,North York (Willowdale South),M,33
15702952,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Richmond/Adelaide/King),M,34
3835949,1,2, $58.57 , Defensive Ends ,West Toronto (Dufferin),M,49
11706043,1,4, $117.14 , Defensive Ends ,North York (Downsview West),M,31
16395196,1,2, $58.57 , Defensive Ends ,West Toronto (Runnymede),M,50
16380252,1,2, $58.57 , Defensive Ends ,Central Toronto (Summerhill East),M,29
14878629,1,3, $87.86 , Defensive Ends ,Downtown Toronto (Richmond/Adelaide/King),M,24
16456553,1,1, $29.29 , Defensive Ends ,Scarborough (Guildwood),M,35
16481481,1,4, $117.14 , Defensive Ends ,North York (Downsview Central),M,42
9678077,1,4, $117.14 , Defensive Ends ,Scarborough (Guildwood),M,36
1717034,1,4, $117.14 , Defensive Ends ,North York (Downsview Central),M,37
14657965,1,2, $58.57 , Defensive Ends ,Scarborough (Birch Cliff),M,36
8244631,1,3, $87.86 , Defensive Ends ,East York (Woodbine Heights),M,37
16377841,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Christie),M,26
7413912,1,3, $100.00 , Defensive Ends ,Richmond Hill (Southeast),M,40
17777201,1,2, $66.67 , Defensive Ends ,Markham (Central),M,35
13521496,1,1, $33.33 , Defensive Ends ,Markham (Outer Southwest),M,31
17813601,1,5, $166.67 , Defensive Ends ,Scarborough (Cedarbrae),M,16
14305574,1,4, $133.33 , Club Glass ,Scarborough (Guildwood),M,34
14822874,1,1, $33.33 , Defensive Ends ,Mississauga (Mississauga Valley / East Cooksville),M,36
5638647,1,1, $29.29 , Defensive Ends ,Ajax (East),M,48
16071033,1,5, $166.67 , Defensive Ends ,Vaughan (Maple),M,31
7333374,1,4, $133.33 , Club Rinkside ,East Toronto (Studio District),M,30
6043539,1,6, $200.00 , Defensive Ends ,Pickering (Central),M,44
17780023,1,2, $66.67 , Defensive Ends ,Brampton (Northwest),M,25
11985832,1,2, $58.57 , Defensive Ends ,Central Toronto (Yorkville),M,39
16046730,1,2, $58.57 , Defensive Ends ,York (Caledonia-Fairbanks),M,46
13354506,1,2, $58.57 , Defensive Ends ,East York (Woodbine Heights),M,40
14019456,1,2, $-   , Defensive Ends ,Downtown Toronto (Church & Wellesley),M,36
13882076,1,4, $117.14 , Defensive Ends ,Downtown Toronto (Cabbagetown),M,25
17772068,1,2, $66.67 , Defensive Ends ,Brampton (West),M,24
8604561,1,2, $66.67 , Defensive Ends ,North York (Downsview West),M,49
1978335,1,4, $133.33 , Defensive Ends ,Welland (West),M,16
12483826,1,7, $233.33 , Defensive Ends ,Downtown Toronto (CN Tower),M,33
13912219,1,1, $33.33 , Defensive Ends ,Stouffville,M,32
16831079,1,2, $58.57 , Defensive Ends ,Downtown Toronto (CN Tower),M,41
7060629,1,4, $154.29 , Attacking Corner ,Brampton (West),M,37
17551485,1,2, $77.14 , Attacking Corner ,Downtown Toronto (Chinatown),M,34
17671743,1,2, $77.14 , Attacking Corner ,Vaughan (Maple),M,51
8194299,1,2, $85.71 , Attacking Corner ,Scarborough (Kennedy Park),M,35
15062548,1,2, $77.14 , Attacking Corner ,Markham (Outer Southwest),M,41
3417727,1,2, $77.14 , Attacking Corner ,North York (Hillcrest Village),M,42
16750704,1,3, $115.71 , Attacking Corner ,North York (Downsview Central),M,37
7632298,1,3, $115.71 , Attacking Corner ,Downtown Toronto (Church & Wellesley),M,30
17386354,1,2, $77.14 , Attacking Corner ,Scarborough (Guildwood),M,30
15623152,1,2, $77.14 , Attacking Corner ,North York (Downsview West),M,28
14046693,1,1, $42.86 , Attacking Corner ,Vaughan (Maple),M,25
16037491,1,2, $77.14 , Attacking Corner ,Etobicoke (Rexdale),M,44
13175749,1,2, $77.14 , Attacking Corner ,Etobicoke (South Steeles),M,39
16022067,1,1, $38.57 , Attacking Corner ,North York (Don Mills),M,47
13243166,1,4, $154.29 , Attacking Corner ,Etobicoke (Eringate),M,14
15665108,1,2, $77.14 , Attacking Corner ,West Toronto (Dufferin),M,39
6593014,1,3, $128.57 , Attacking Corner ,Bolton,M,45
14668947,1,2, $85.71 , Attacking Corner ,Richmond Hill (Southwest),M,37
17826079,1,1, $42.86 , Attacking Corner ,Woodbridge (South),M,48
12051456,1,2, $85.71 , Attacking Corner ,Mississauga (West Cooksville / Fairview / City Centre / East Creditview),M,54
17823264,1,4, $171.43 , Attacking Corner ,Downtown Toronto (U of T),M,47
17862059,1,2, $117.14 , Blue Line ,Mississauga (West Cooksville / Fairview / City Centre / East Creditview),M,34
13132810,1,2, $117.14 , Blue Line ,East York (Woodbine Heights),M,32
13095402,1,1, $49.61 , Club Glass ,Downtown Toronto (CN Tower),M,30
17845743,1,1, $63.33 , Blue Line ,Downtown Toronto (Central Bay St.),M,40
5110819,1,3, $180.71 , Blue Line ,Downtown Toronto (Garden District),M,24
13077952,1,2, $117.14 , Blue Line ,West Toronto (Runnymede),M,51
8453591,1,2, $117.14 , Blue Line ,Etobicoke (South Steeles),M,49
16368553,1,3, $175.71 , Blue Line ,Mississauga (Cardiff / NE Gateway),M,34
13043400,1,2, $117.14 , Blue Line ,Downtown Toronto (Rosedale),M,24
12266036,1,2, $117.14 , Blue Line ,Mississauga (West Hurontario / SW Gateway),M,37
13036165,1,1, $63.33 , Blue Line ,York (Caledonia-Fairbanks),M,36
13459794,1,4, $154.29 , Attacking Corner ,North York (Don Mills),M,29
13804588,1,4, $154.29 , Attacking Corner ,North York (Downsview West),M,32
16858028,1,2, $77.14 , Attacking Corner ,Scarborough (Wexford),M,43
13076479,1,2, $77.14 , Attacking Corner ,York (Caledonia-Fairbanks),M,43
16795914,1,3, $115.71 , Attacking Corner ,York (Humewood-Cedarvale),M,25
13139473,1,3, $115.71 , Attacking Corner ,East Toronto (Studio District),M,42
6420077,1,3, $115.71 , Club Gold ,Scarborough (Birch Cliff),M,32
15644081,1,2, $77.14 , Attacking Corner ,Scarborough (Tam O'Shanter),M,37
16754827,1,4, $154.29 , Attacking Corner ,Downtown Toronto (Church & Wellesley),M,41
15870562,1,2, $77.14 , Attacking Corner ,Downtown Toronto (Central Bay St.),M,39
13040305,1,2, $86.67 , Attacking Corner ,Downtown Toronto (Cabbagetown),M,40
4383507,1,2, $86.67 , Attacking Corner ,North York (Hillcrest Village),M,38
15109441,1,2, $58.57 , Defensive Ends ,Scarborough (Guildwood),M,21
13046934,1,2, $86.67 , Attacking Corner ,East Toronto (Riverdale),M,39
16026851,1,2, $85.71 , Attacking Corner ,Hamilton (Confederation Park / Nashdale / East Kentley / Riverdale / Lakely / Grayside / North Stoney Creek),M,33
7098037,1,3, $128.57 , Attacking Corner ,Mississauga (YYZ),M,46
13036740,1,4, $128.80 , Attacking Corner ,North York (Downsview West),M,42
13041058,1,1, $32.20 , Attacking Corner ,Scarborough (Cedarbrae),M,33
13047118,1,1, $32.20 , Attacking Corner ,York (Caledonia-Fairbanks),M,27
13198746,1,1, $29.29 , Defensive Ends ,Downtown Toronto (Harbourfront),M,37
16635893,1,2, $58.57 , Defensive Ends ,West Toronto (Brockton),M,24
3890869,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Chinatown),M,32
14670826,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Garden District),M,36
16760812,1,1, $29.29 , Defensive Ends ,Scarborough (Cedarbrae),M,34
16302081,1,3, $87.86 , Defensive Ends ,Central Toronto (Summerhill East),M,33
16716731,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Chinatown),M,34
16704088,1,10, $292.86 , Defensive Ends ,North York (Downsview Northeast),M,22
7987462,1,1, $29.29 , Defensive Ends ,West Toronto (High Park),M,26
10556801,1,1, $29.29 , Defensive Ends ,North York (Willowdale),M,48
16717330,1,4, $117.14 , Defensive Ends ,North York (Willowdale South),M,32
6589524,1,5, $192.86 , Attacking Corner ,Etobicoke (Rexdale),M,21
15922742,1,4, $154.29 , Attacking Corner ,Downtown Toronto (Central Bay St.),M,26
14818775,1,1, $38.57 , Attacking Corner ,North York (Downsview Northeast),M,25
16599432,1,4, $154.29 , Attacking Corner ,York (Caledonia-Fairbanks),M,41
9977610,1,2, $77.14 , Attacking Corner ,Downtown Toronto (Cabbagetown),M,33
16222035,1,2, $77.14 , Attacking Corner ,Scarborough (Woburn),M,28
16222421,1,1, $38.57 , Attacking Corner ,York (Humewood-Cedarvale),M,36
13045701,1,1, $38.57 , Attacking Corner ,West Toronto (Runnymede),M,42
10170546,1,4, $154.29 , Attacking Corner ,West Toronto (Brockton),M,39
12466224,1,2, $77.14 , Attacking Corner ,Downtown Toronto (St. James Town),M,19
10441802,1,4, $171.43 , Attacking Corner ,Markham (Outer Southwest),M,21
15168138,1,2, $85.71 , Attacking Corner ,Hamilton (Confederation Park / Nashdale / East Kentley / Riverdale / Lakely / Grayside / North Stoney Creek),M,28
124002,1,2, $85.71 , Club Platinum ,North York (Fairview),M,37
2870092,1,6, $257.14 , Attacking Corner ,North York (Downsview West),M,50
15261946,1,1, $42.86 , Attacking Corner ,North York (Willowdale South),M,39
9076740,1,2, $85.71 , Attacking Corner ,Downtown Toronto (St. James Town),M,34
443275,1,2, $85.71 , Attacking Corner ,Downtown Toronto (CN Tower),M,18
8261641,1,2, $85.71 , Attacking Corner ,West Toronto (Parkdale),M,33
14082153,1,2, $85.71 , Attacking Corner ,Scarborough (STC),M,27
12643969,1,2, $85.71 , Attacking Corner ,Newmarket (Southwest),M,25
14561567,1,3, $128.57 , Attacking Corner ,Midland,M,30
